"TestCaseID","Module","Screen","Route","TaskID","Title","Type","Priority","Precondition","Steps","TestData","ExpectedResult"
"TC-041-06","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Nội dung nhận xét dưới 10 ký tự","UI-Validation","High","Modal FeedbackForm đang mở","1. Nhập content=""Tốt"" (3 ký tự) | 2. Click Lưu","content=""Tốt""","Hiển thị lỗi ""Vui lòng nhập nội dung nhận xét"" (không đạt min 10 ký tự), không submit form"
"TC-041-07","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Không chọn đánh giá tổng thể (rating)","UI-Validation","High","Modal FeedbackForm đang mở","1. Bỏ qua chọn số sao rating | 2. Nhập content hợp lệ | 3. Click Lưu","rating=null","Hiển thị lỗi ""Vui lòng chọn đánh giá"", không gọi API"
"TC-041-08","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Nhập điểm kỹ năng ngoài khoảng 0-10","UI-Validation","High","Modal FeedbackForm đang mở","1. Nhập listening_score=12 | 2. Nhập content, rating hợp lệ | 3. Click Lưu","listening_score=12","Hiển thị lỗi ""Điểm không hợp lệ"" cho field Nghe, không submit form"
"TC-041-09","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Sửa nhận xét đã tồn tại","Functional","Medium","HV đã có nhận xét trước đó với id=50","1. Mở nhận xét đã có để chỉnh sửa | 2. Thay đổi content | 3. Click Lưu","feedback_id=50","Gọi `PUT /api/teacher/feedbacks/50` với dữ liệu mới, nhận xét được cập nhật trong danh sách và panel chi tiết"
"TC-041-10","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Radar chart hiển thị đúng 4 trục kỹ năng","UI-Validation","Medium","skills: listening=62, speaking=55, reading=70, writing=48","1. Chọn HV ""Minh Anh"" | 2. Quan sát radar chart","—","Radar chart vẽ đúng 4 trục Listening/Speaking/Reading/Writing với giá trị 62/55/70/48"
"TC-041-11","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Skill bars hiển thị đúng phần trăm","UI-Validation","Medium","Cùng dữ liệu skills như trên","1. Quan sát khu vực ""Kỹ năng"" dạng horizontal bar","—","Bar Listening=62%, Speaking=55%, Reading=70%, Writing=48% hiển thị đúng độ dài tương ứng"
"TC-041-12","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Lọc danh sách theo lớp","Functional","Medium","GV phụ trách nhiều lớp","1. Chọn lớp khác trong bộ lọc lớp","class_id=11","Gọi lại `GET /api/teacher/feedbacks?class_id=11`, bảng chỉ hiển thị HV thuộc lớp đã chọn"
"TC-041-13","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Click ""Xem tất cả"" điều hướng sang chi tiết học viên","Functional","Medium","Đã chọn 1 HV ở panel phải","1. Click ""Xem tất cả""","student_id=1","Điều hướng tới `/student/1` với tab nhận xét được active"
"TC-041-14","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","StatHeader hiển thị đúng 5 chỉ số","UI-Validation","Low","summary đầy đủ","1. Load trang, đối chiếu StatHeader","—","5 card: Số HV=18, % đánh giá=86%, Tổng nhận xét=124, Sao TB=4.8★, % hài lòng=98% hiển thị chính xác"
"TC-041-15","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Highlight học viên đang được chọn","UI-Validation","Low","—","1. Click chọn 1 HV trong bảng","—","Dòng HV được chọn có style highlight khác biệt so với các dòng còn lại"
"TC-041-16","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Phân trang danh sách học viên nhận xét","Functional","Medium","Danh sách nhiều hơn 20 HV (limit mặc định)","1. Chuyển sang trang 2","page=2, limit=20","Gọi API với `page=2&limit=20`, bảng cập nhật danh sách HV trang 2"
"TC-041-17","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Xếp loại hiển thị đúng theo điểm trung bình","Functional","Medium","HV avg_score=8.5 -> rank=""Giỏi""","1. Quan sát cột ""Xếp loại"" của HV trong bảng","—","Cột Xếp loại hiển thị đúng giá trị ""rank"" trả về từ API (Xuất sắc/Giỏi/Khá/TB)"
"TC-041-18","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Danh sách tiêu chí đánh giá hiển thị đúng","Functional","Low","—","1. Quan sát khu vực ""Tiêu chí đánh giá"" phía dưới bảng","—","Hiển thị danh sách criteria đánh giá tương ứng với học viên đang chọn"
"TC-041-19","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Lỗi khi tạo nhận xét","Error-Handling","Medium","API `POST /api/teacher/feedbacks` trả lỗi 500","1. Điền form hợp lệ | 2. Click Lưu khi server lỗi","—","Hiển thị Toast báo lỗi, modal không đóng, dữ liệu đã nhập được giữ nguyên"
"TC-041-20","Teacher","Nhận xét & Đánh giá học viên","/feedback` hoặc `/classroom/{id}/feedback","041","Lớp không có học viên nào","Edge-Case","Low","class_id trỏ tới lớp trống","1. Chọn lớp không có HV nào","—","Bảng StudentFeedbackTable hiển thị EmptyState phù hợp, StatHeader hiển thị giá trị 0"
"TC-042-01","Teacher","Bài tập","/homework","042","Load trang danh sách bài tập","Functional","High","Có 20 bài tập, 8 đã giao, 3 draft","1. Truy cập `/homework` | 2. Quan sát HomeworkStatRow và bảng","—","Gọi `GET /api/teacher/homeworks`; 4 stat card Tổng=20, Đã giao=8, Chưa giao=3, Nộp bài=156/240; bảng hiển thị danh sách bài tập (Write the missing letters, Listen and choose, Fill in the blanks...)"
"TC-042-02","Teacher","Bài tập","/homework","042","Click ""+ Tạo bài tập"" mở form","Functional","High","—","1. Click nút ""+ Tạo bài tập""","—","Mở HomeworkForm (modal/drawer) với các field: Tên bài tập, Lớp áp dụng, Mô tả/yêu cầu, Hạn nộp, Hạng thứ, Tài liệu đính kèm, Điểm tối đa"
"TC-042-03","Teacher","Bài tập","/homework","042","Tạo bài tập hợp lệ","Functional","High","Form đang mở","1. Nhập title=""Write the missing letters"" | 2. Chọn class_ids=[10] | 3. Nhập description | 4. Chọn due_date tương lai (2025-05-20T23:59:00Z) | 5. Chọn level=""Starters"" | 6. Nhập max_score=10 | 7. Click Lưu","title, class_ids=[10], due_date tương lai","Gọi `POST /api/teacher/homeworks`; response 201 trả id=21, status=""draft""; bài tập mới xuất hiện trong danh sách, form đóng, thông báo tạo thành công"
"TC-042-04","Teacher","Bài tập","/homework","042","Tạo bài tập thiếu tên bài tập","UI-Validation","High","Form đang mở","1. Bỏ trống field ""Tên bài tập"" | 2. Điền các field khác hợp lệ | 3. Click Lưu","title=""""","Hiển thị lỗi ""Vui lòng nhập tên bài tập"", không gọi API, form không đóng"
"TC-042-05","Teacher","Bài tập","/homework","042","Tạo bài tập không chọn lớp áp dụng","UI-Validation","High","Form đang mở","1. Bỏ trống field ""Lớp áp dụng"" | 2. Điền các field khác hợp lệ | 3. Click Lưu","class_ids=[]","Hiển thị lỗi ""Vui lòng chọn ít nhất một lớp"", không gọi API"
"TC-042-06","Teacher","Bài tập","/homework","042","Tạo bài tập thiếu mô tả","UI-Validation","High","Form đang mở","1. Bỏ trống field ""Mô tả/yêu cầu"" | 2. Điền các field khác hợp lệ | 3. Click Lưu","description=""""","Hiển thị lỗi ""Vui lòng nhập mô tả bài tập"", không gọi API"
"TC-042-07","Teacher","Bài tập","/homework","042","Hạn nộp là ngày trong quá khứ","UI-Validation","High","Form đang mở","1. Chọn due_date là ngày đã qua, ví dụ 2025-01-01 | 2. Điền các field khác hợp lệ | 3. Click Lưu","due_date=2025-01-01 (quá khứ so với 2026-07-17 hiện tại)","Hiển thị lỗi ""Hạn nộp phải là ngày trong tương lai"", không gọi API"
"TC-042-08","Teacher","Bài tập","/homework","042","Sửa bài tập đã tồn tại","Functional","Medium","Bài tập id=1 đã tồn tại","1. Click ""Sửa"" ở bài tập ""Write the missing letters"" | 2. Thay đổi due_date | 3. Lưu","homework_id=1","Gọi `PUT /api/teacher/homeworks/1`, danh sách cập nhật thông tin mới sau khi lưu thành công"
"TC-042-09","Teacher","Bài tập","/homework","042","Xóa bài tập","Functional","High","Bài tập id=1 tồn tại","1. Click ""Xóa"" ở bài tập cần xóa | 2. Xác nhận trong Confirm dialog","homework_id=1","Gọi `DELETE /api/teacher/homeworks/1`; response 200 `{success:true}`; bài tập biến mất khỏi danh sách, stats Tổng giảm 1"
"TC-042-10","Teacher","Bài tập","/homework","042","Hủy xóa bài tập","Edge-Case","Medium","Confirm dialog xóa đang mở","1. Click ""Xóa"" ở một bài tập | 2. Click ""Hủy"" trong Confirm dialog","—","Không gọi API DELETE, bài tập vẫn còn nguyên trong danh sách"
"TC-042-11","Teacher","Bài tập","/homework","042","Lọc bài tập theo lớp","Functional","Medium","HomeworkFilterSidebar có dropdown Lớp","1. Chọn lớp ""Starters 2A"" ở filter","class_id=10","Bảng chỉ hiển thị bài tập thuộc lớp đã chọn"
"TC-042-12","Teacher","Bài tập","/homework","042","Lọc bài tập theo hạng thứ","Functional","Medium","HomeworkFilterSidebar có dropdown Hạng thứ","1. Chọn hạng thứ ""Starters"" ở filter","level=Starters","Bảng chỉ hiển thị bài tập có level=Starters"
"TC-042-13","Teacher","Bài tập","/homework","042","Click ""Chấm bài"" điều hướng sang màn hình chấm bài","Functional","High","Bài tập id=1 đã có HV nộp bài","1. Click ""Chấm bài"" ở bài tập ""Write the missing letters""","homework_id=1","Điều hướng tới `/homework/1/grade` (màn hình [043] Chấm bài)"
"TC-042-14","Teacher","Bài tập","/homework","042","Click ""Xem"" xem chi tiết bài tập","Functional","Medium","—","1. Click ""Xem"" ở một bài tập","homework_id=1","Hiển thị chi tiết đầy đủ nội dung bài tập (mô tả, tài liệu đính kèm, hạn nộp)"
"TC-042-15","Teacher","Bài tập","/homework","042","Donut chart thống kê hoàn thành hiển thị đúng","UI-Validation","Medium","156/240 đã nộp = 75% hoàn thành, 25% chưa nộp","1. Quan sát donut chart trong sidebar filter","—","Donut chart hiển thị đúng tỷ lệ Hoàn thành 75% / Chưa nộp 25%"
"TC-042-16","Teacher","Bài tập","/homework","042","Bài tập quá hạn được highlight","UI-Validation","Medium","Bài tập có due_date đã qua so với ngày hiện tại","1. Quan sát cột ""Thời gian"" của bài tập đã quá hạn","—","Deadline của bài tập quá hạn được highlight màu đỏ trong bảng"
"TC-042-17","Teacher","Bài tập","/homework","042","HomeworkStatRow hiển thị đúng 4 chỉ số","UI-Validation","Low","summary total=20, assigned=8, draft=3, total_submitted=156, total_expected=240","1. Load trang, đối chiếu 4 stat card","—","Card Tổng=20, Đã giao=8, Chưa giao=3, Nộp bài=156/240 hiển thị chính xác"
"TC-042-18","Teacher","Bài tập","/homework","042","Upload tài liệu đính kèm khi tạo bài tập","Functional","Low","Form đang mở","1. Chọn field ""Tài liệu đính kèm"" | 2. Chọn 1 file để upload | 3. Lưu bài tập","attachments=[file.pdf]","File được đính kèm thành công vào bài tập, hiển thị trong chi tiết bài tập sau khi lưu"
"TC-042-19","Teacher","Bài tập","/homework","042","Lỗi khi tạo bài tập","Error-Handling","Medium","API `POST /api/teacher/homeworks` trả lỗi 500","1. Điền form hợp lệ | 2. Click Lưu khi server lỗi","—","Hiển thị Toast báo lỗi tạo bài tập, form không đóng, dữ liệu đã nhập được giữ nguyên"
"TC-042-20","Teacher","Bài tập","/homework","042","Không có bài tập nào","Edge-Case","Low","Danh sách bài tập rỗng (data=[])","1. Truy cập `/homework` khi GV chưa tạo bài tập nào","—","Bảng HomeworkTable hiển thị EmptyState phù hợp, stat card đều = 0"
"TC-043-01","Teacher","Chấm bài","/homework/{id}/grade","043","Load màn hình chấm bài","Functional","High","Bài tập id=1 ""Writing - Unit 5"" có 24 HV, 18 đã nộp, 10 đã chấm","1. Truy cập `/homework/1/grade` | 2. Quan sát 3 panel","homework_id=1","Gọi `GET /api/teacher/homeworks/1/submissions`; hiển thị tiêu đề ""Chấm bài: Writing - Unit 5"", panel phải hiển thị danh sách 24 HV với trạng thái đúng, thống kê Đã chấm=10/Chưa chấm=8"
"TC-043-02","Teacher","Chấm bài","/homework/{id}/grade","043","Click học viên đã nộp bài","Functional","High","HV ""Minh Anh"" (student_id=1) đã nộp và đã chấm","1. Click HV ""Minh Anh"" trong StudentSubmissionList","student_id=1","Gọi `GET /api/teacher/homeworks/1/submissions/1`; panel trái hiển thị content bài nộp + attachments + submitted_at; panel giữa tự động điền điểm cũ (score=8.5, coherence=8, grammar=9, vocabulary=8, task_achievement=9, comment)"
"TC-043-03","Teacher","Chấm bài","/homework/{id}/grade","043","Click học viên chưa nộp bài","Functional","High","HV có submitted=false","1. Click HV chưa nộp bài trong danh sách","student_id=99","Hiển thị thông báo ""Học viên chưa nộp bài"" tại panel trái, GradingForm không cho nhập điểm (hoặc disabled)"
